"selector","context","specificity","ownership","occurrenceCount","firstDefinition","laterOverrides","files","importantDeclarationCount","afterDocumentClose","runtimeReferenceCount","likelyObsoleteReview","movementRisk","movementRiskScore","movementRiskReasons"
"#overviewOne .areaCustomerTable table","","1-1-1","Overview","2","DashboardBaseStyles.html:3813","DashboardBaseStyles.html:4130","DashboardBaseStyles.html","2","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable td:nth-child(1)","","1-2-1","Overview","2","DashboardBaseStyles.html:4133","DashboardBaseStyles.html:4297","DashboardBaseStyles.html","2","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable td:nth-child(2)","","1-2-1","Overview","2","DashboardBaseStyles.html:4135","DashboardBaseStyles.html:4300","DashboardBaseStyles.html","5","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable td:nth-child(3)","","1-2-1","Overview","2","DashboardBaseStyles.html:4137","DashboardBaseStyles.html:4307","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable td:nth-child(4)","","1-2-1","Overview","2","DashboardBaseStyles.html:4137","DashboardBaseStyles.html:4307","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable td:nth-child(5)","","1-2-1","Overview","2","DashboardBaseStyles.html:4141","DashboardBaseStyles.html:4312","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable th:nth-child(1)","","1-2-1","Overview","2","DashboardBaseStyles.html:4133","DashboardBaseStyles.html:4297","DashboardBaseStyles.html","2","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable th:nth-child(2)","","1-2-1","Overview","2","DashboardBaseStyles.html:4135","DashboardBaseStyles.html:4300","DashboardBaseStyles.html","5","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable th:nth-child(3)","","1-2-1","Overview","2","DashboardBaseStyles.html:4137","DashboardBaseStyles.html:4307","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable th:nth-child(4)","","1-2-1","Overview","2","DashboardBaseStyles.html:4137","DashboardBaseStyles.html:4307","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaCustomerTable th:nth-child(5)","","1-2-1","Overview","2","DashboardBaseStyles.html:4141","DashboardBaseStyles.html:4312","DashboardBaseStyles.html","4","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable table","","1-1-1","Overview","2","DashboardBaseStyles.html:3817","DashboardBaseStyles.html:4131","DashboardBaseStyles.html","2","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable td:nth-child(2)","","1-2-1","Overview","2","DashboardBaseStyles.html:4146","DashboardBaseStyles.html:4315","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable td:nth-child(3)","","1-2-1","Overview","2","DashboardBaseStyles.html:4146","DashboardBaseStyles.html:4315","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable td:nth-child(4)","","1-2-1","Overview","2","DashboardBaseStyles.html:4150","DashboardBaseStyles.html:4320","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable th:nth-child(2)","","1-2-1","Overview","2","DashboardBaseStyles.html:4146","DashboardBaseStyles.html:4315","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable th:nth-child(3)","","1-2-1","Overview","2","DashboardBaseStyles.html:4146","DashboardBaseStyles.html:4315","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaProductTable th:nth-child(4)","","1-2-1","Overview","2","DashboardBaseStyles.html:4150","DashboardBaseStyles.html:4320","DashboardBaseStyles.html","4","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .areaRevenue .chartBox","","1-2-0","Overview","2","DashboardBaseStyles.html:3771","DashboardBaseStyles.html:4669","DashboardBaseStyles.html","3","false","304","false","Medium","4","repeated selector; uses !important"
"#overviewOne .compactChipOnlyRow","","1-1-0","Overview","2","DashboardBaseStyles.html:4832","DashboardBaseStyles.html:5584","DashboardBaseStyles.html","12","false","298","false","Medium","4","repeated selector; uses !important"
"#overviewOne .controlButtonStrip .resetBtn","","1-2-0","Overview","2","DashboardBaseStyles.html:3577","DashboardBaseStyles.html:3595","DashboardBaseStyles.html","11","false","302","false","Medium","4","repeated selector; uses !important"
"#overviewOne .filterCard","","1-1-0","Overview","2","DashboardBaseStyles.html:3651","DashboardBaseStyles.html:4398","DashboardBaseStyles.html","7","false","306","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea .cardHeader","","1-2-0","Overview","2","DashboardBaseStyles.html:4002","DashboardBaseStyles.html:4189","DashboardBaseStyles.html","13","false","301","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea .chartTitle","","1-2-0","Overview","2","DashboardBaseStyles.html:4017","DashboardBaseStyles.html:4398","DashboardBaseStyles.html","7","false","314","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea .customerNameCell","","1-2-0","Overview","2","DashboardBaseStyles.html:4238","DashboardBaseStyles.html:4323","DashboardBaseStyles.html","8","false","299","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea .customerNameText","","1-2-0","Overview","2","DashboardBaseStyles.html:4246","DashboardBaseStyles.html:4329","DashboardBaseStyles.html","11","false","303","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea .tableToggles","","1-2-0","Overview","2","DashboardBaseStyles.html:4034","DashboardBaseStyles.html:4287","DashboardBaseStyles.html","7","false","297","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea td","","1-1-1","Overview","2","DashboardBaseStyles.html:4114","DashboardBaseStyles.html:4398","DashboardBaseStyles.html","10","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .moverArea thead th","","1-1-2","Overview","2","DashboardBaseStyles.html:4100","DashboardBaseStyles.html:4170","DashboardBaseStyles.html","13","false","292","false","Medium","4","repeated selector; uses !important"
"#overviewOne .tinyBtn","","1-1-0","Overview","2","DashboardBaseStyles.html:3857","DashboardBaseStyles.html:4398","DashboardBaseStyles.html","5","false","299","false","Medium","4","repeated selector; uses !important"
"#overviewOne .topBar.executiveTop .comparisonKpi .label","","1-4-0","Overview","2","DashboardBaseStyles.html:3511","DashboardBaseStyles.html:4817","DashboardBaseStyles.html","8","false","1550","false","Medium","4","repeated selector; uses !important"
"#overviewOne .topBar.executiveTop .comparisonKpi .value","","1-4-0","Overview","2","DashboardBaseStyles.html:3520","DashboardBaseStyles.html:4822","DashboardBaseStyles.html","9","false","2204","false","Medium","4","repeated selector; uses !important"
"#overviewOne .topBar.executiveTop .kpiSub","","1-3-0","Overview","2","DashboardBaseStyles.html:3530","DashboardBaseStyles.html:4827","DashboardBaseStyles.html","11","false","554","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ActiveFilterRow","","1-1-0","Overview","2","DashboardBaseStyles.html:5527","DashboardBaseStyles.html:5584","DashboardBaseStyles.html","11","false","71","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2AnalyticsCardV150","","1-1-0","Overview","2","DashboardBaseStyles.html:5817","DashboardBaseStyles.html:6356","DashboardBaseStyles.html","9","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2CardHeader","","1-1-0","Overview","2","DashboardBaseStyles.html:5000","DashboardBaseStyles.html:7508","DashboardBaseStyles.html","3","false","78","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ChartSubtle","","1-1-0","Overview","2","DashboardBaseStyles.html:5017","DashboardBaseStyles.html:7524","DashboardBaseStyles.html","4","false","80","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ChartTitle","","1-1-0","Overview","2","DashboardBaseStyles.html:5010","DashboardBaseStyles.html:7517","DashboardBaseStyles.html","4","false","80","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ChipRow .chip","","1-2-0","Overview","2","DashboardBaseStyles.html:5319","DashboardBaseStyles.html:5541","DashboardBaseStyles.html","4","false","132","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2HealthTileV152","","1-2-0","Overview","2","DashboardBaseStyles.html:6979","DashboardBaseStyles.html:7872","DashboardBaseStyles.html","6","false","76","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2InsightRowV152","","1-2-0","Overview","2","DashboardBaseStyles.html:6950","DashboardBaseStyles.html:7872","DashboardBaseStyles.html","11","false","78","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DeepDiveContentV155.active","","1-2-0","Overview","2","DashboardBaseStyles.html:6908","DashboardBaseStyles.html:7854","DashboardBaseStyles.html","4","false","674","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DeepDiveTabsV155 button","","1-1-1","Overview","2","DashboardBaseStyles.html:6868","DashboardBaseStyles.html:7843","DashboardBaseStyles.html","15","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DriverSectionV150 .o2DriverCard","","1-2-0","Overview","2","DashboardBaseStyles.html:5908","DashboardBaseStyles.html:6702","DashboardBaseStyles.html","3","false","73","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2DriverSectionV150 .o2TableScroll","","1-2-0","Overview","2","DashboardBaseStyles.html:5913","DashboardBaseStyles.html:6706","DashboardBaseStyles.html","2","false","73","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ExecutiveEyebrowV150","","1-1-0","Overview","2","DashboardBaseStyles.html:5669","DashboardBaseStyles.html:7993","DashboardBaseStyles.html","11","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2ExecutiveSubV150","","1-1-0","Overview","2","DashboardBaseStyles.html:5678","DashboardBaseStyles.html:8001","DashboardBaseStyles.html","7","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2FeatureDockV158","","1-1-0","Overview","2","DashboardBaseStyles.html:7725","DashboardBaseStyles.html:8201","DashboardBaseStyles.html","3","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2GapChartBoxV150","","1-1-0","Overview","2","DashboardBaseStyles.html:5829","DashboardBaseStyles.html:6369","DashboardBaseStyles.html","4","false","71","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2HealthGridV152","","1-1-0","Overview","2","DashboardBaseStyles.html:6621","DashboardBaseStyles.html:8294","DashboardBaseStyles.html","5","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2InsightBulletsV153","","1-1-0","Overview","2","DashboardBaseStyles.html:6151","DashboardBaseStyles.html:7797","DashboardBaseStyles.html","3","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2InsightNarrativeV153","","1-1-0","Overview","2","DashboardBaseStyles.html:6120","DashboardBaseStyles.html:7784","DashboardBaseStyles.html","5","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2InsightRowsV152","","1-1-0","Overview","2","DashboardBaseStyles.html:6572","DashboardBaseStyles.html:8294","DashboardBaseStyles.html","4","false","74","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2InsightsBadgeV158","","1-1-0","Overview","2","DashboardBaseStyles.html:7770","DashboardBaseStyles.html:8236","DashboardBaseStyles.html","3","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2InsightsHeaderV153","","1-1-0","Overview","2","DashboardBaseStyles.html:6090","DashboardBaseStyles.html:7508","DashboardBaseStyles.html","9","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150 .gap","","1-2-0","Overview","2","DashboardBaseStyles.html:5868","DashboardBaseStyles.html:6396","DashboardBaseStyles.html","7","false","430","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150 .month","","1-2-0","Overview","2","DashboardBaseStyles.html:5853","DashboardBaseStyles.html:6388","DashboardBaseStyles.html","6","false","1257","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150 .pct","","1-2-0","Overview","2","DashboardBaseStyles.html:5861","DashboardBaseStyles.html:6392","DashboardBaseStyles.html","5","false","133","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150.bad .gap","","1-3-0","Overview","2","DashboardBaseStyles.html:5890","DashboardBaseStyles.html:7008","DashboardBaseStyles.html","2","false","488","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150.bad .pct","","1-3-0","Overview","2","DashboardBaseStyles.html:5890","DashboardBaseStyles.html:7008","DashboardBaseStyles.html","2","false","191","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150.good .gap","","1-3-0","Overview","2","DashboardBaseStyles.html:5882","DashboardBaseStyles.html:7003","DashboardBaseStyles.html","2","false","458","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2MonthTileV150.good .pct","","1-3-0","Overview","2","DashboardBaseStyles.html:5882","DashboardBaseStyles.html:7003","DashboardBaseStyles.html","2","false","161","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2PaceMonthLabelV158","","1-1-0","Overview","2","DashboardBaseStyles.html:7613","DashboardBaseStyles.html:8189","DashboardBaseStyles.html","6","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2PaceMonthlyV156","","1-1-0","Overview","2","DashboardBaseStyles.html:7215","DashboardBaseStyles.html:7227","DashboardBaseStyles.html","9","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2PaceMonthlyV158 span","","1-1-1","Overview","2","DashboardBaseStyles.html:7629","DashboardBaseStyles.html:8193","DashboardBaseStyles.html","4","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2PaceMonthV158","","1-1-0","Overview","2","DashboardBaseStyles.html:7591","DashboardBaseStyles.html:8181","DashboardBaseStyles.html","14","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2PaceYtdV158 b","","1-1-1","Overview","2","DashboardBaseStyles.html:7645","DashboardBaseStyles.html:8197","DashboardBaseStyles.html","8","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2SnapshotToneV150","","1-1-0","Overview","2","DashboardBaseStyles.html:5685","DashboardBaseStyles.html:8007","DashboardBaseStyles.html","14","false","72","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2StoryTabV158","","1-1-0","Overview","2","DashboardBaseStyles.html:7752","DashboardBaseStyles.html:8229","DashboardBaseStyles.html","14","false","74","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2TopBarChartsV150 .o2Card","","1-2-0","Overview","2","DashboardBaseStyles.html:6694","DashboardBaseStyles.html:8306","DashboardBaseStyles.html","5","false","89","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2YearRowV150 .amount","","1-2-0","Overview","2","DashboardBaseStyles.html:5791","DashboardBaseStyles.html:6452","DashboardBaseStyles.html","6","false","82","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2YearRowV150 .delta","","1-2-0","Overview","2","DashboardBaseStyles.html:5799","DashboardBaseStyles.html:6456","DashboardBaseStyles.html","6","false","220","false","Medium","4","repeated selector; uses !important"
"#overviewTwo .o2YearRowV150 .year","","1-2-0","Overview","2","DashboardBaseStyles.html:5785","DashboardBaseStyles.html:6448","DashboardBaseStyles.html","4","false","940","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .ceramistDetailChevronV6368","","1-2-0","Remake","2","Index.html:234","Index.html:2702","Index.html","4","false","1315","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .ceramistDetailSelectionV6368","","1-2-0","Remake","2","Index.html:2611","Index.html:2734","Index.html","6","false","1316","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .ceramistPanelTitleV6343","","1-2-0","Remake","2","Index.html:2045","Index.html:2178","Index.html","4","false","1317","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .remakeChartModeBarV6230 button.active","","1-3-1","Remake","2","Index.html:141","Index.html:151","Index.html","8","false","1926","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .remakeChartModeBarV6230 button[aria-pressed=""true""]","","1-3-1","Remake","2","Index.html:141","Index.html:151","Index.html","8","false","1327","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 .remakeCustomerDetailPanelV6503 .remakeCustomerChartBoxV6230","","1-3-0","Remake","2","Index.html:392","Index.html:440","Index.html","6","false","1319","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistDetailTableV6343 tbody tr.ceramistDetailClickableV6368","","2-2-2","Remake","2","Index.html:235","Index.html:2686","Index.html","1","false","1332","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.selectedPinnedV6311 td","","2-2-3","Remake","2","Index.html:2095","Index.html:2100","Index.html","3","false","1341","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(1)","","2-2-1","Remake","2","Index.html:1844","Index.html:3129","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(2)","","2-2-1","Remake","2","Index.html:1846","Index.html:3136","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(3)","","2-2-1","Remake","2","Index.html:1848","Index.html:3143","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(4)","","2-2-1","Remake","2","Index.html:1850","Index.html:3150","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(5)","","2-2-1","Remake","2","Index.html:1852","Index.html:3157","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 td:nth-child(6)","","2-2-1","Remake","2","Index.html:1854","Index.html:3164","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(1)","","2-2-1","Remake","2","Index.html:1844","Index.html:3129","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(2)","","2-2-1","Remake","2","Index.html:1846","Index.html:3136","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(3)","","2-2-1","Remake","2","Index.html:1848","Index.html:3143","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(4)","","2-2-1","Remake","2","Index.html:1850","Index.html:3150","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(5)","","2-2-1","Remake","2","Index.html:1852","Index.html:3157","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 th:nth-child(6)","","2-2-1","Remake","2","Index.html:1854","Index.html:3164","Index.html","5","false","1334","false","Medium","4","repeated selector; uses !important"
"body.remakeCompactActiveV6382 #remakeFactorPage.cleanRemakeV6230 #remakeCustomerTable:not(.compareColumnsV6301)","@media (max-width:1279px)","2-3-1","Remake","2","Index.html:2898","Index.html:2923","Index.html","6","false","1623","false","Medium","4","repeated selector; uses !important"
"body.remakeCompactActiveV6382 #remakeFactorPage.cleanRemakeV6230 #remakeDepartmentTable:not(.compareColumnsV6301)","@media (max-width:1279px)","2-3-1","Remake","2","Index.html:2898","Index.html:2913","Index.html","6","false","1608","false","Medium","4","repeated selector; uses !important"
"body.remakeCompactActiveV6382 #remakeFactorPage.cleanRemakeV6230 #remakeProductTable:not(.compareColumnsV6301)","@media (max-width:1279px)","2-3-1","Remake","2","Index.html:2898","Index.html:2918","Index.html","6","false","1630","false","Medium","4","repeated selector; uses !important"
"body.remakeCompactActiveV6382 #remakeFactorPage.cleanRemakeV6230 #remakeReasonTable:not(.compareColumnsV6301)","@media (max-width:1279px)","2-3-1","Remake","2","Index.html:2898","Index.html:2908","Index.html","6","false","1547","false","Medium","4","repeated selector; uses !important"
".areaAvg .chartBox","@media (max-width: 1150px)","0-2-0","Shared","1","DashboardBaseStyles.html:997","","DashboardBaseStyles.html","0","false","15","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".areaCustomers .chartBox","@media (max-width: 1150px)","0-2-0","Shared","1","DashboardBaseStyles.html:997","","DashboardBaseStyles.html","0","false","15","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".areaRevenue .chartBox","@media (max-width: 1150px)","0-2-0","Shared","1","DashboardBaseStyles.html:997","","DashboardBaseStyles.html","0","false","17","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".areaRpac .chartBox","@media (max-width: 1150px)","0-2-0","Shared","1","DashboardBaseStyles.html:997","","DashboardBaseStyles.html","0","false","15","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".bigKpi","","0-1-0","Shared","1","DashboardBaseStyles.html:444","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".bigKpi","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:499","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".bigKpis","","0-1-0","Shared","1","DashboardBaseStyles.html:437","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".bigKpis","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:505","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".card","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:499","","DashboardBaseStyles.html","0","false","276","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogBodyV6369","","0-1-0","Shared","1","Index.html:2749","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogBodyV6369","@media(max-width:720px)","0-1-0","Shared","1","Index.html:2763","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogFooterV6369","","0-1-0","Shared","1","Index.html:2756","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogFooterV6369","@media(max-width:720px)","0-1-0","Shared","1","Index.html:2764","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogFooterV6369 button","@media(max-width:720px)","0-1-1","Shared","1","Index.html:2765","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogHeaderV6369","","0-1-0","Shared","1","Index.html:2744","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogHeaderV6369","@media(max-width:720px)","0-1-0","Shared","1","Index.html:2762","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogOverlayV6369","","0-1-0","Shared","1","Index.html:2736","","Index.html","0","false","3","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogOverlayV6369","@media(max-width:720px)","0-1-0","Shared","1","Index.html:2760","","Index.html","0","false","3","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogV6369","","0-1-0","Shared","1","Index.html:2740","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".ceramistCaseDialogV6369","@media(max-width:720px)","0-1-0","Shared","1","Index.html:2761","","Index.html","0","false","1","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".componentMenu","","0-1-0","Shared","1","DashboardBaseStyles.html:2620","","DashboardBaseStyles.html","0","false","44","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".componentMenu","@media (max-width: 760px)","0-1-0","Shared","1","DashboardBaseStyles.html:2698","","DashboardBaseStyles.html","0","false","44","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".componentMenu button","","0-1-1","Shared","1","DashboardBaseStyles.html:2647","","DashboardBaseStyles.html","0","false","44","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".componentMenu button","@media (max-width: 760px)","0-1-1","Shared","1","DashboardBaseStyles.html:2703","","DashboardBaseStyles.html","0","false","44","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".customerDropdownPanel","","0-1-0","Shared","1","DashboardBaseStyles.html:1987","","DashboardBaseStyles.html","0","false","34","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".dropdownPanel","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:798","","DashboardBaseStyles.html","0","false","33","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".filterPanel","","0-1-0","Shared","1","DashboardBaseStyles.html:202","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".filterPanel","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:499","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".kpiStrip","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:505","","DashboardBaseStyles.html","0","false","26","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".productDropdownPanel","","0-1-0","Shared","1","DashboardBaseStyles.html:1987","","DashboardBaseStyles.html","0","false","30","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".revenueTooltip","","0-1-0","Shared","1","DashboardBaseStyles.html:1882","","DashboardBaseStyles.html","0","false","7","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".topBar","","0-1-0","Shared","1","DashboardBaseStyles.html:79","","DashboardBaseStyles.html","0","false","153","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".topBar","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:492","","DashboardBaseStyles.html","0","false","153","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
