"cascadeOrder","selector","context","file","line","styleId","styleBlockOrder","includeOrder","afterDocumentClose","specificity","ownership","importantDeclarationCount","declarations"
"2361",".tatGlobalSearchHeadV6509 input","","UnifiedControlsStyles.html","93","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","flex: 1 1 auto; height: 34px; border: 1px solid #d5dae2; border-radius: 7px; padding: 0 9px; font: 700 12px/1 Roboto,Arial,sans-serif"
"2362",".tatGlobalSearchHeadV6509 button","","UnifiedControlsStyles.html","94","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","width: 30px; height: 30px; border: 0; border-radius: 50%; background: transparent; color: #667085; cursor: pointer; font: 900 18px/1 Arial,sans-serif"
"2363",".tatGlobalResultsV6509","","UnifiedControlsStyles.html","95","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","max-height: 390px; overflow: auto"
"2364",".tatGlobalSearchResultsV6509","","UnifiedControlsStyles.html","95","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","max-height: 390px; overflow: auto"
"2365",".tatGlobalResultV6509","","UnifiedControlsStyles.html","96","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: grid; grid-template-columns: 82px minmax(0,1fr) auto; gap: 8px; align-items: center; padding: 8px 10px; border-bottom: 1px solid #f1f3f5; cursor: pointer"
"2366",".tatGlobalResultV6509:hover","","UnifiedControlsStyles.html","97","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","background: #eef5ff"
"2367",".tatGlobalResultV6509 .type","","UnifiedControlsStyles.html","98","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","color: #667085; font: 900 9px/1 Roboto,Arial,sans-serif; text-transform: uppercase; letter-spacing: .04em"
"2368",".tatGlobalResultV6509 .label","","UnifiedControlsStyles.html","99","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","overflow: hidden; text-overflow: ellipsis; white-space: nowrap; color: #344054; font: 800 11px/1.2 Roboto,Arial,sans-serif"
"2369",".tatSettingsV6509","","UnifiedControlsStyles.html","100","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","padding: 10px; gap: 8px"
"2370",".tatSettingsBodyV6509","","UnifiedControlsStyles.html","100","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","padding: 10px; gap: 8px"
"2371",".tatSettingsV6509 h4","","UnifiedControlsStyles.html","101","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","margin: 0 0 8px; color: #172033; font: 900 11px/1.2 Roboto,Arial,sans-serif"
"2372",".tatSettingsBodyV6509 h4","","UnifiedControlsStyles.html","101","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","margin: 0 0 8px; color: #172033; font: 900 11px/1.2 Roboto,Arial,sans-serif"
"2373",".tatSettingsChoicesV6509","","UnifiedControlsStyles.html","102","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; gap: 5px; flex-wrap: wrap"
"2374",".tatSettingsBodyV6509","","UnifiedControlsStyles.html","102","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; gap: 5px; flex-wrap: wrap"
"2375",".tatSettingsChoicesV6509 button","","UnifiedControlsStyles.html","103","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","height: 30px; padding: 0 10px; border: 1px solid #cbd5df; border-radius: 7px; background: #fff; color: #344054; cursor: pointer; font: 800 10.5px/1 Roboto,Arial,sans-serif"
"2376",".tatSettingsBodyV6509 button","","UnifiedControlsStyles.html","103","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","height: 30px; padding: 0 10px; border: 1px solid #cbd5df; border-radius: 7px; background: #fff; color: #344054; cursor: pointer; font: 800 10.5px/1 Roboto,Arial,sans-serif"
"2377",".tatSettingsChoicesV6509 button.active","","UnifiedControlsStyles.html","104","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-1","Shared","0","background: #172033; color: #fff; border-color: #172033"
"2378",".tatSettingsBodyV6509 button.active","","UnifiedControlsStyles.html","104","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-1","Shared","0","background: #172033; color: #fff; border-color: #172033"
"2379","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230 .remakeCustomerSplitV6230","","UnifiedControlsStyles.html","107","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","5","display: flex !important; flex-direction: column !important; grid-template-columns: 1fr !important; gap: 0 !important; padding: 0 10px 10px !important"
"2380","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230 .remakeCustomerDetailPanelV6503","","UnifiedControlsStyles.html","108","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","1","display: contents !important"
"2381","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230 .remakeCustomerChartBoxV6230","","UnifiedControlsStyles.html","109","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","1","display: none !important"
"2382","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230 #remakeCustomerDetailEmptyV6503","","UnifiedControlsStyles.html","109","cdaRemakeTatUnifiedControlsV6509","27","7","true","3-1-0","Shared","1","display: none !important"
"2383","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230.remakeSectionCollapsedV6402 .remakeCustomerSplitV6230","","UnifiedControlsStyles.html","111","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-3-0","Shared","1","display: none !important"
"2384","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230.cdaCollapsedV6509 .remakeCustomerSplitV6230","","UnifiedControlsStyles.html","111","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-3-0","Shared","1","display: none !important"
"2385","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230.remakeSectionCollapsedV6402 .remakeCardHeader","","UnifiedControlsStyles.html","113","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-3-0","Shared","1","border-bottom: 0 !important"
"2386","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230.cdaCollapsedV6509 .remakeCardHeader","","UnifiedControlsStyles.html","113","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-3-0","Shared","1","border-bottom: 0 !important"
"2387","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerResponsibilitySummaryV6502","","UnifiedControlsStyles.html","115","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-1-0","Shared","13","order: 1 !important; display: flex !important; align-items: center !important; gap: 12px !important; width: 100% !important; min-height: 36px !important; margin: 0 0 7px !important; padding: 7px 10px !important; border: 1px solid #e1e5eb !important; border-radius: 6px !important; background: #fbfcfd !important; box-shadow: none !important; overflow: hidden !important"
"2388","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerResponsibilitySummaryV6502:has(.remakeResponsibilityEmptyV6504)","","UnifiedControlsStyles.html","116","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","1","display: none !important"
"2389","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerResponsibilitySummaryV6502:has(.remakeResponsibilityMultipleV6504)","","UnifiedControlsStyles.html","116","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","1","display: none !important"
"2390","#remakeFactorPage.cleanRemakeV6230 #remakeCustomerCardV6230 .remakeCustomerTableWrapV6230","","UnifiedControlsStyles.html","118","cdaRemakeTatUnifiedControlsV6509","27","7","true","2-2-0","Shared","4","order: 2 !important; width: 100% !important; height: 500px !important; min-height: 420px !important"
"2391","#tatDashboardPageV6509","","UnifiedControlsStyles.html","121","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-0-0","Shared","1","display: none; padding: 0 !important; background: #ebe9ed; min-height: calc(100vh - 42px); color: #172033; font-family: Roboto,Arial,sans-serif"
"2392","#tatDashboardPageV6509.active","","UnifiedControlsStyles.html","122","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","display: block !important"
"2393",".tatShellV6509","","UnifiedControlsStyles.html","123","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","max-width: 1900px; margin: 0 auto; padding: 8px 10px 28px"
"2394",".tatKpiStageV6509","","UnifiedControlsStyles.html","124","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","position: relative; padding: 9px 34px 10px; background: #e8e6ea; border-bottom: 1px solid #d7dce2"
"2395",".tatKpisV6509","","UnifiedControlsStyles.html","125","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: grid; grid-template-columns: repeat(5,minmax(145px,190px)); justify-content: center; gap: 9px"
"2396",".tatKpiV6509","","UnifiedControlsStyles.html","126","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","min-width: 0; min-height: 72px; padding: 9px 11px; background: #fff; border: 1px solid #d7dce2; border-radius: 8px; box-shadow: 0 1px 3px rgba(20,32,42,.14)"
"2397",".tatKpiV6509 .label","","UnifiedControlsStyles.html","127","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","color: #667085; font-size: 9px; font-weight: 900; letter-spacing: .045em; text-transform: uppercase"
"2398",".tatKpiV6509 .value","","UnifiedControlsStyles.html","128","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","margin-top: 5px; color: #172033; font-size: 24px; line-height: 1; font-weight: 900; letter-spacing: -.025em"
"2399",".tatKpiV6509 .sub","","UnifiedControlsStyles.html","129","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","margin-top: 6px; color: #667085; font-size: 9px; line-height: 1.15; font-weight: 750; white-space: nowrap; overflow: hidden; text-overflow: ellipsis"
"2400",".tatKpiV6509 .sub.good","","UnifiedControlsStyles.html","130","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-0","Shared","0","color: #067647"
"2401",".tatKpiV6509 .sub.bad","","UnifiedControlsStyles.html","130","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-0","Shared","0","color: #b42318"
"2402",".tatStampV6509","","UnifiedControlsStyles.html","131","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","position: absolute; top: 7px; right: 9px; color: #667085; font-size: 9px; font-weight: 800; white-space: nowrap"
"2403",".tatStampV6509.loading","","UnifiedControlsStyles.html","132","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","color: #7a4a00"
"2404",".tatCoverageV6509","","UnifiedControlsStyles.html","133","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; align-items: stretch; gap: 0; margin: 8px 2px; background: #fff; border: 1px solid #d7dce2; border-radius: 8px; box-shadow: 0 1px 3px rgba(20,32,42,.10); overflow: hidden"
"2405",".tatCoverageMetricV6509","","UnifiedControlsStyles.html","134","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","flex: 0 0 auto; min-width: 118px; padding: 8px 11px; border-right: 1px solid #e4e7ec"
"2406",".tatCoverageMetricV6509:last-of-type","","UnifiedControlsStyles.html","135","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","border-right: 0"
"2407",".tatCoverageMetricV6509 span","","UnifiedControlsStyles.html","136","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","display: block; color: #667085; font-size: 8.5px; font-weight: 900; text-transform: uppercase; letter-spacing: .035em"
"2408",".tatCoverageMetricV6509 strong","","UnifiedControlsStyles.html","137","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","display: block; margin-top: 3px; color: #172033; font-size: 15px; font-weight: 900"
"2409",".tatCoverageNoteV6509","","UnifiedControlsStyles.html","138","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","flex: 1 1 auto; display: flex; align-items: center; padding: 8px 12px; color: #667085; font-size: 9.5px; font-weight: 750; line-height: 1.35; background: #fbfcfd"
"2410",".tatCoverageV6509.warn","","UnifiedControlsStyles.html","139","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","border-color: #f2c94c"
"2411",".tatCoverageV6509.warn .tatCoverageNoteV6509","","UnifiedControlsStyles.html","139","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-0","Shared","0","background: #fff7d6; color: #7a4a00"
"2412",".tatPillsV6509","","UnifiedControlsStyles.html","140","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; align-items: center; gap: 6px; flex-wrap: wrap; min-height: 0; margin: 8px 2px"
"2413",".tatPillV6509","","UnifiedControlsStyles.html","141","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: inline-flex; align-items: center; gap: 5px; height: 26px; padding: 0 9px; border: 1px solid #f2c94c; border-radius: 999px; background: #fff7d6; color: #7a4a00; font-size: 9.5px; font-weight: 900"
"2414",".tatPillV6509 button","","UnifiedControlsStyles.html","142","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","width: 16px; height: 16px; border: 0; border-radius: 50%; padding: 0; background: transparent; color: #7a4a00; font-weight: 900; cursor: pointer"
"2415",".tatNoticeV6509","","UnifiedControlsStyles.html","143","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: none; margin: 7px 2px; padding: 8px 10px; border: 1px solid #f2c94c; border-radius: 8px; background: #fff7d6; color: #7a4a00; font-size: 10px; font-weight: 800"
"2416",".tatNoticeV6509.error","","UnifiedControlsStyles.html","144","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","border-color: #fda29b; background: #fef3f2; color: #b42318"
"2417",".tatGridV6509","","UnifiedControlsStyles.html","145","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: grid; grid-template-columns: minmax(0,1.45fr) minmax(380px,.72fr); gap: 9px; align-items: stretch"
"2418",".tatCardV6509","","UnifiedControlsStyles.html","146","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","min-width: 0; background: #fff; border: 1px solid #d7dce2; border-radius: 9px; box-shadow: 0 1px 3px rgba(20,32,42,.14); overflow: hidden"
"2419",".tatCardV6509.tatWideV6509","","UnifiedControlsStyles.html","147","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","grid-column: 1 / -1"
"2420",".tatCardHeadV6509","","UnifiedControlsStyles.html","148","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; justify-content: space-between; align-items: center; gap: 8px; min-height: 40px; padding: 7px 10px; border-bottom: 1px solid #e4e7ec"
"2421",".tatCardTitleV6509","","UnifiedControlsStyles.html","149","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","color: #172033; font-size: 11px; font-weight: 900"
"2422",".tatCardSubV6509","","UnifiedControlsStyles.html","150","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","margin-top: 2px; color: #667085; font-size: 8.5px; font-weight: 700"
"2423",".tatCardActionsV6509","","UnifiedControlsStyles.html","151","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: flex; align-items: center; gap: 4px; flex-wrap: wrap; justify-content: flex-end"
"2424",".tatMiniButtonV6509","","UnifiedControlsStyles.html","152","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 25px; padding: 0 7px; border: 1px solid #cbd5df; border-radius: 6px; background: #fff; color: #475467; cursor: pointer; font: 800 9px/1 Roboto,Arial,sans-serif; white-space: nowrap"
"2425",".tatMiniButtonV6509:hover","","UnifiedControlsStyles.html","153","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","background: #fff7d6; border-color: #f2c94c; color: #7a4a00"
"2426",".tatMiniButtonV6509.active","","UnifiedControlsStyles.html","153","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","background: #fff7d6; border-color: #f2c94c; color: #7a4a00"
"2427",".tatCollapseButtonV6509","","UnifiedControlsStyles.html","154","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","width: 27px; padding: 0; font-size: 14px"
"2428",".tatCardV6509.collapsed .tatCollapsibleBodyV6509","","UnifiedControlsStyles.html","155","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-0","Shared","1","display: none !important"
"2429",".tatCardV6509.collapsed .tatCardHeadV6509","","UnifiedControlsStyles.html","156","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-0","Shared","0","border-bottom: 0"
"2430",".tatChartV6509","","UnifiedControlsStyles.html","157","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 310px; padding: 7px 9px 10px"
"2431",".tatChartV6509 canvas","","UnifiedControlsStyles.html","158","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","2","width: 100% !important; height: 100% !important"
"2432",".tatSummaryTableV6509","","UnifiedControlsStyles.html","159","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 310px; overflow: auto; scrollbar-gutter: stable"
"2433",".tatCustomersWrapV6509","","UnifiedControlsStyles.html","160","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 430px; overflow: auto; scrollbar-gutter: stable both-edges"
"2434",".tatQualityBodyV6509","","UnifiedControlsStyles.html","161","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","padding: 9px"
"2435",".tatIssueSummaryV6509","","UnifiedControlsStyles.html","162","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","display: grid; grid-template-columns: repeat(5,minmax(125px,1fr)); gap: 7px; margin-bottom: 8px"
"2436",".tatIssueButtonV6509","","UnifiedControlsStyles.html","163","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","min-width: 0; padding: 8px 9px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #344054; text-align: left; cursor: pointer"
"2437",".tatIssueButtonV6509:hover","","UnifiedControlsStyles.html","164","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","border-color: #f2c94c; background: #fff7d6; color: #7a4a00"
"2438",".tatIssueButtonV6509.active","","UnifiedControlsStyles.html","164","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","border-color: #f2c94c; background: #fff7d6; color: #7a4a00"
"2439",".tatIssueButtonV6509 span","","UnifiedControlsStyles.html","165","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","display: block; font-size: 8.5px; font-weight: 900; text-transform: uppercase; letter-spacing: .035em; white-space: nowrap; overflow: hidden; text-overflow: ellipsis"
"2440",".tatIssueButtonV6509 strong","","UnifiedControlsStyles.html","166","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","display: block; margin-top: 4px; font-size: 17px; font-weight: 900"
"2441",".tatQualityTableWrapV6509","","UnifiedControlsStyles.html","167","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 360px; overflow: auto; scrollbar-gutter: stable both-edges"
"2442",".tatTableV6509","","UnifiedControlsStyles.html","168","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","width: 100%; border-collapse: collapse; font-size: 10px"
"2443",".tatTableV6509 th","","UnifiedControlsStyles.html","169","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","position: sticky; top: 0; z-index: 2; padding: 7px 8px; border: 1px solid #34454f; background: #203038; color: #fff; text-align: left; font-size: 9px; font-weight: 900; white-space: nowrap; cursor: default"
"2444",".tatTableV6509 td","","UnifiedControlsStyles.html","170","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-1","Shared","0","padding: 7px 8px; border: 1px solid #e5e7eb; background: #fff; color: #344054; font-weight: 700; white-space: nowrap"
"2445",".tatTableV6509 tbody tr:nth-child(even) td","","UnifiedControlsStyles.html","171","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-3","Shared","0","background: #fafafa"
"2446",".tatTableV6509 tbody tr.clickable","","UnifiedControlsStyles.html","172","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-2","Shared","0","cursor: pointer"
"2447",".tatTableV6509 tbody tr.clickable:hover td","","UnifiedControlsStyles.html","173","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-3-3","Shared","0","background: #eef4ff"
"2448",".tatTableV6509 tbody tr.selected td","","UnifiedControlsStyles.html","173","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-3","Shared","0","background: #eef4ff"
"2449",".tatTableV6509 td.num","","UnifiedControlsStyles.html","174","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-1","Shared","0","text-align: right"
"2450",".tatTableV6509 th.num","","UnifiedControlsStyles.html","174","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-1","Shared","0","text-align: right"
"2451",".tatEmptyV6509","","UnifiedControlsStyles.html","175","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","5","padding: 34px !important; text-align: center !important; color: #667085 !important; font-size: 11px !important; font-weight: 800 !important"
"2452","#remakeTabFilterHostV6337 [data-filter-kind=""product""]","@media(max-width:1450px)","UnifiedControlsStyles.html","178","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 150px !important"
"2453","#tatTabFilterHostV6509 [data-filter-kind=""product""]","@media(max-width:1450px)","UnifiedControlsStyles.html","178","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 150px !important"
"2454","#remakeTabFilterHostV6337 [data-filter-kind=""customer""]","@media(max-width:1450px)","UnifiedControlsStyles.html","179","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 158px !important"
"2455","#tatTabFilterHostV6509 [data-filter-kind=""customer""]","@media(max-width:1450px)","UnifiedControlsStyles.html","179","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 158px !important"
"2456","#remakeTabFilterHostV6337 [data-filter-kind=""department""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2457","#tatTabFilterHostV6509 [data-filter-kind=""department""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2458","#remakeTabFilterHostV6337 [data-filter-kind=""productGroup""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2459","#tatTabFilterHostV6509 [data-filter-kind=""productGroup""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2460","#remakeTabFilterHostV6337 [data-filter-kind=""reason""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2461","#tatTabFilterHostV6509 [data-filter-kind=""reason""]","@media(max-width:1450px)","UnifiedControlsStyles.html","180","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-1-0","Shared","1","width: 125px !important"
"2462",".tatKpisV6509","@media(max-width:1450px)","UnifiedControlsStyles.html","181","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: repeat(5,minmax(128px,175px))"
"2463","#tatTabFilterHostV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","1-0-0","Shared","1","display: none !important"
"2464",".tatGridV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: 1fr"
"2465",".tatCardV6509.tatWideV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","grid-column: 1"
"2466",".tatKpisV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: repeat(3,minmax(145px,1fr))"
"2467",".tatIssueSummaryV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: repeat(2,minmax(0,1fr))"
"2468",".tatCoverageV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","flex-wrap: wrap"
"2469",".tatCoverageNoteV6509","@media(max-width:1279px)","UnifiedControlsStyles.html","183","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","flex-basis: 100%"
"2470",".tatKpisV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: repeat(2,minmax(0,1fr))"
"2471",".tatKpiV6509 .value","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-2-0","Shared","0","font-size: 21px"
"2472",".tatChartV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 260px"
"2473",".tatSummaryTableV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 260px"
"2474",".tatCustomersWrapV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 380px"
"2475",".tatQualityTableWrapV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","height: 380px"
"2476",".tatIssueSummaryV6509","@media(max-width:700px)","UnifiedControlsStyles.html","184","cdaRemakeTatUnifiedControlsV6509","27","7","true","0-1-0","Shared","0","grid-template-columns: 1fr"
"2477","body","","TatDashboardControllerScript.html","641","","28","8","true","0-0-1","TAT","0","font-family: Arial,sans-serif; padding: 18px; color: #172033"
"2478","table","","TatDashboardControllerScript.html","641","","28","8","true","0-0-1","TAT","0","border-collapse: collapse; width: 100%"
"2479","th","","TatDashboardControllerScript.html","641","","28","8","true","0-0-1","TAT","0","border: 1px solid #d0d5dd; padding: 7px; text-align: left"
"2480","td","","TatDashboardControllerScript.html","641","","28","8","true","0-0-1","TAT","0","border: 1px solid #d0d5dd; padding: 7px; text-align: left"
"2481","th","","TatDashboardControllerScript.html","641","","28","8","true","0-0-1","TAT","0","background: #203038; color: white"
"2482",".num","","TatDashboardControllerScript.html","641","","28","8","true","0-1-0","TAT","0","text-align: right"
"2483","#tatDashboardPageV6509.cleanRemakeV6230 .remakeChartModeBarV6230 button.active","","TatRemakeAliasStyles.html","2","cdaTatActualRemakeCssAliasV6512","29","9","true","1-3-1","Shared","4","background: #fff7d6 !important; color: #7a4a00 !important; border-color: #f2c94c !important; box-shadow: 0 0 0 1px rgba(242,201,76,.20),0 1px 3px rgba(245,158,11,.20) !important"
